updateTime,吉林,青海,四川,辽宁,台湾,甘肃,江苏,北京,湖南,重庆,宁夏,黑龙江,安徽,香港,贵州,天津,福建,浙江,河北,山西,云南,广西,河南,内蒙古,新疆,江西,澳门,上海,广东,陕西,海南,西藏,山东,湖北
2020-04-25,109.0,18.0,561.0,146.0,429.0,139.0,653.0,593.0,1019.0,579.0,75.0,930.0,991.0,1037.0,147.0,190.0,355.0,1268.0,328.0,197.0,185.0,254.0,1276.0,197.0,76.0,937.0,45.0,641.0,1585.0,286.0,168.0,1.0,787.0,68128.0
2020-04-26,109.0,18.0,561.0,146.0,429.0,139.0,653.0,593.0,1019.0,579.0,75.0,935.0,991.0,1037.0,147.0,190.0,355.0,1268.0,328.0,197.0,185.0,254.0,1276.0,198.0,76.0,937.0,45.0,642.0,1586.0,286.0,168.0,1.0,787.0,68128.0
2020-04-27,110.0,18.0,561.0,146.0,429.0,139.0,653.0,593.0,1019.0,579.0,75.0,936.0,991.0,1037.0,147.0,190.0,355.0,1268.0,328.0,197.0,185.0,254.0,1276.0,198.0,76.0,937.0,45.0,642.0,1587.0,286.0,168.0,1.0,787.0,68128.0
2020-04-28,110.0,18.0,561.0,146.0,429.0,139.0,653.0,593.0,1019.0,579.0,75.0,939.0,991.0,1037.0,147.0,190.0,355.0,1268.0,328.0,197.0,185.0,254.0,1276.0,199.0,76.0,937.0,45.0,644.0,1587.0,306.0,168.0,1.0,787.0,68128.0
2020-04-29,110.0,18.0,561.0,146.0,429.0,139.0,653.0,593.0,1019.0,579.0,75.0,939.0,991.0,1037.0,147.0,190.0,355.0,1268.0,328.0,197.0,185.0,254.0,1276.0,199.0,76.0,937.0,45.0,645.0,1588.0,306.0,168.0,1.0,787.0,68128.0
2020-04-30,111.0,18.0,561.0,146.0,429.0,139.0,653.0,593.0,1019.0,579.0,75.0,939.0,991.0,1037.0,147.0,190.0,355.0,1268.0,328.0,197.0,185.0,254.0,1276.0,200.0,76.0,937.0,45.0,647.0,1588.0,306.0,168.0,1.0,787.0,68128.0
2020-05-01,111.0,18.0,561.0,146.0,429.0,139.0,653.0,593.0,1019.0,579.0,75.0,944.0,991.0,1039.0,147.0,190.0,356.0,1268.0,328.0,197.0,185.0,254.0,1276.0,201.0,76.0,937.0,45.0,652.0,1588.0,306.0,168.0,1.0,787.0,68128.0
2020-05-02,112.0,18.0,561.0,146.0,432.0,139.0,653.0,593.0,1019.0,579.0,75.0,944.0,991.0,1039.0,147.0,190.0,356.0,1268.0,328.0,197.0,185.0,254.0,1276.0,201.0,76.0,937.0,45.0,652.0,1588.0,306.0,168.0,1.0,787.0,68128.0
2020-05-03,112.0,18.0,561.0,146.0,432.0,139.0,653.0,593.0,1019.0,579.0,75.0,944.0,991.0,1039.0,147.0,190.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,201.0,76.0,937.0,45.0,653.0,1588.0,306.0,168.0,1.0,787.0,68128.0
2020-05-04,112.0,18.0,561.0,146.0,438.0,139.0,653.0,593.0,1019.0,579.0,75.0,944.0,991.0,1040.0,147.0,190.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,201.0,76.0,937.0,45.0,655.0,1588.0,306.0,168.0,1.0,788.0,68128.0
2020-05-05,112.0,18.0,561.0,146.0,438.0,139.0,653.0,593.0,1019.0,579.0,75.0,944.0,991.0,1040.0,147.0,190.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,201.0,76.0,937.0,45.0,656.0,1588.0,306.0,168.0,1.0,788.0,68128.0
2020-05-06,112.0,18.0,561.0,146.0,439.0,139.0,653.0,593.0,1019.0,579.0,75.0,944.0,991.0,1040.0,147.0,190.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,201.0,76.0,937.0,45.0,656.0,1588.0,308.0,168.0,1.0,788.0,68128.0
2020-05-07,112.0,18.0,561.0,146.0,440.0,139.0,653.0,593.0,1019.0,579.0,75.0,944.0,991.0,1044.0,147.0,190.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,201.0,76.0,937.0,45.0,657.0,1589.0,308.0,168.0,1.0,788.0,68128.0
2020-05-08,113.0,18.0,561.0,146.0,440.0,139.0,653.0,593.0,1019.0,579.0,75.0,944.0,991.0,1044.0,147.0,191.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,201.0,76.0,937.0,45.0,657.0,1589.0,308.0,168.0,1.0,788.0,68128.0
2020-05-09,113.0,18.0,561.0,146.0,440.0,139.0,653.0,593.0,1019.0,579.0,75.0,944.0,991.0,1044.0,147.0,191.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,201.0,76.0,937.0,45.0,657.0,1589.0,308.0,168.0,1.0,788.0,68128.0
2020-05-10,124.0,18.0,561.0,147.0,440.0,139.0,653.0,593.0,1019.0,579.0,75.0,944.0,991.0,1047.0,147.0,191.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,201.0,76.0,937.0,45.0,659.0,1589.0,308.0,168.0,1.0,788.0,68129.0
2020-05-11,127.0,18.0,561.0,147.0,440.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1047.0,147.0,191.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,208.0,76.0,937.0,45.0,659.0,1589.0,308.0,168.0,1.0,788.0,68134.0
2020-05-12,127.0,18.0,561.0,147.0,440.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1047.0,147.0,191.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,209.0,76.0,937.0,45.0,659.0,1589.0,308.0,168.0,1.0,788.0,68134.0
2020-05-13,133.0,18.0,561.0,147.0,440.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1050.0,147.0,191.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,209.0,76.0,937.0,45.0,660.0,1589.0,308.0,168.0,1.0,788.0,68134.0
2020-05-14,134.0,18.0,561.0,149.0,440.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1051.0,147.0,191.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,209.0,76.0,937.0,45.0,660.0,1589.0,308.0,168.0,1.0,788.0,68134.0
2020-05-15,138.0,18.0,561.0,149.0,440.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1052.0,147.0,191.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,209.0,76.0,937.0,45.0,660.0,1589.0,308.0,169.0,1.0,788.0,68134.0
2020-05-16,140.0,18.0,561.0,149.0,440.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1052.0,147.0,191.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,209.0,76.0,937.0,45.0,665.0,1589.0,308.0,169.0,1.0,788.0,68134.0
2020-05-17,144.0,18.0,561.0,149.0,440.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1055.0,147.0,192.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,209.0,76.0,937.0,45.0,665.0,1590.0,308.0,169.0,1.0,788.0,68134.0
2020-05-18,146.0,18.0,561.0,149.0,440.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1055.0,147.0,192.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,213.0,76.0,937.0,45.0,666.0,1590.0,308.0,169.0,1.0,788.0,68134.0
2020-05-19,151.0,18.0,561.0,149.0,440.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1055.0,147.0,192.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,216.0,76.0,937.0,45.0,666.0,1590.0,308.0,169.0,1.0,788.0,68135.0
2020-05-20,152.0,18.0,561.0,149.0,440.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1055.0,147.0,192.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,217.0,76.0,937.0,45.0,667.0,1590.0,308.0,169.0,1.0,788.0,68135.0
2020-05-21,152.0,18.0,561.0,149.0,440.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1055.0,147.0,192.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,217.0,76.0,937.0,45.0,667.0,1590.0,308.0,169.0,1.0,788.0,68135.0
2020-05-22,154.0,18.0,563.0,149.0,441.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1065.0,147.0,192.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,217.0,76.0,937.0,45.0,667.0,1591.0,308.0,169.0,1.0,788.0,68135.0
2020-05-23,154.0,18.0,563.0,149.0,441.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1065.0,147.0,192.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,217.0,76.0,937.0,45.0,667.0,1591.0,308.0,169.0,1.0,788.0,68135.0
2020-05-24,155.0,18.0,563.0,149.0,441.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1065.0,147.0,192.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,217.0,76.0,937.0,45.0,668.0,1592.0,308.0,169.0,1.0,788.0,68135.0
2020-05-25,155.0,18.0,564.0,149.0,441.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1065.0,147.0,192.0,356.0,1268.0,328.0,198.0,185.0,254.0,1276.0,227.0,76.0,937.0,45.0,668.0,1592.0,308.0,169.0,1.0,788.0,68135.0
2020-05-26,155.0,18.0,564.0,149.0,441.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1065.0,147.0,192.0,357.0,1268.0,328.0,198.0,185.0,254.0,1276.0,232.0,76.0,937.0,45.0,669.0,1592.0,308.0,169.0,1.0,788.0,68135.0
2020-05-27,155.0,18.0,564.0,149.0,441.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1066.0,147.0,192.0,357.0,1268.0,328.0,198.0,185.0,254.0,1276.0,232.0,76.0,937.0,45.0,670.0,1592.0,308.0,169.0,1.0,788.0,68135.0
2020-05-28,155.0,18.0,564.0,149.0,441.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1066.0,147.0,192.0,358.0,1268.0,328.0,198.0,185.0,254.0,1276.0,232.0,76.0,937.0,45.0,671.0,1592.0,308.0,169.0,1.0,788.0,68135.0
2020-05-29,155.0,18.0,564.0,149.0,442.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1079.0,147.0,192.0,358.0,1268.0,328.0,198.0,185.0,254.0,1276.0,232.0,76.0,937.0,45.0,671.0,1592.0,308.0,169.0,1.0,788.0,68135.0
2020-05-30,155.0,18.0,564.0,149.0,442.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1082.0,147.0,192.0,358.0,1268.0,328.0,198.0,185.0,254.0,1276.0,232.0,76.0,937.0,45.0,672.0,1593.0,308.0,169.0,1.0,791.0,68135.0
2020-05-31,155.0,18.0,564.0,149.0,442.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1084.0,147.0,192.0,358.0,1268.0,328.0,198.0,185.0,254.0,1276.0,232.0,76.0,937.0,45.0,672.0,1593.0,308.0,169.0,1.0,792.0,68135.0
2020-06-01,155.0,18.0,575.0,149.0,443.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1087.0,147.0,192.0,358.0,1268.0,328.0,198.0,185.0,254.0,1276.0,235.0,76.0,937.0,45.0,672.0,1595.0,309.0,169.0,1.0,792.0,68135.0
2020-06-02,155.0,18.0,577.0,149.0,443.0,139.0,653.0,593.0,1019.0,579.0,75.0,945.0,991.0,1093.0,147.0,192.0,358.0,1268.0,328.0,198.0,185.0,254.0,1276.0,235.0,76.0,937.0,45.0,673.0,1596.0,309.0,169.0,1.0,792.0,68135.0
2020-06-03,155.0,18.0,577.0,149.0,443.0,139.0,653.0,594.0,1019.0,579.0,75.0,947.0,991.0,1093.0,147.0,192.0,358.0,1268.0,328.0,198.0,185.0,254.0,1276.0,235.0,76.0,932.0,45.0,673.0,1597.0,309.0,169.0,1.0,792.0,68135.0
2020-06-04,155.0,18.0,577.0,149.0,443.0,139.0,653.0,594.0,1019.0,579.0,75.0,947.0,991.0,1099.0,147.0,192.0,358.0,1268.0,328.0,198.0,185.0,254.0,1276.0,235.0,76.0,932.0,45.0,673.0,1598.0,309.0,169.0,1.0,792.0,68135.0
2020-06-05,155.0,18.0,578.0,149.0,443.0,139.0,653.0,594.0,1019.0,579.0,75.0,947.0,991.0,1102.0,147.0,192.0,358.0,1268.0,328.0,198.0,185.0,254.0,1276.0,235.0,76.0,932.0,45.0,677.0,1598.0,309.0,169.0,1.0,792.0,68135.0
2020-06-06,155.0,18.0,578.0,149.0,443.0,139.0,653.0,594.0,1019.0,579.0,75.0,947.0,991.0,1105.0,147.0,193.0,358.0,1268.0,328.0,198.0,185.0,254.0,1276.0,235.0,76.0,932.0,45.0,677.0,1601.0,309.0,169.0,1.0,792.0,68135.0
2020-06-07,155.0,18.0,578.0,149.0,443.0,139.0,653.0,594.0,1019.0,579.0,75.0,947.0,991.0,1106.0,147.0,193.0,359.0,1268.0,328.0,198.0,185.0,254.0,1276.0,235.0,76.0,932.0,45.0,677.0,1602.0,311.0,170.0,1.0,792.0,68135.0
2020-06-08,155.0,18.0,581.0,149.0,443.0,139.0,653.0,594.0,1019.0,579.0,75.0,947.0,991.0,1107.0,147.0,193.0,359.0,1268.0,328.0,198.0,185.0,254.0,1276.0,235.0,76.0,932.0,45.0,678.0,1602.0,311.0,170.0,1.0,792.0,68135.0
2020-06-09,155.0,18.0,582.0,149.0,443.0,139.0,653.0,594.0,1019.0,579.0,75.0,947.0,991.0,1107.0,147.0,193.0,359.0,1268.0,328.0,198.0,185.0,254.0,1276.0,235.0,76.0,932.0,45.0,678.0,1604.0,311.0,170.0,1.0,792.0,68135.0
2020-06-10,155.0,18.0,582.0,149.0,443.0,139.0,653.0,594.0,1019.0,579.0,75.0,947.0,991.0,1107.0,147.0,195.0,359.0,1268.0,328.0,198.0,185.0,254.0,1276.0,237.0,76.0,932.0,45.0,678.0,1604.0,311.0,170.0,1.0,792.0,68135.0
2020-06-11,155.0,18.0,582.0,149.0,443.0,139.0,653.0,595.0,1019.0,579.0,75.0,947.0,991.0,1107.0,147.0,195.0,360.0,1268.0,328.0,198.0,185.0,254.0,1276.0,237.0,76.0,932.0,45.0,684.0,1607.0,311.0,170.0,1.0,792.0,68135.0
2020-06-12,155.0,18.0,582.0,149.0,443.0,139.0,653.0,597.0,1019.0,579.0,75.0,947.0,991.0,1108.0,147.0,196.0,361.0,1268.0,328.0,198.0,185.0,254.0,1276.0,237.0,76.0,932.0,45.0,689.0,1607.0,311.0,170.0,1.0,792.0,68135.0
2020-06-13,155.0,18.0,583.0,149.0,443.0,139.0,653.0,601.0,1019.0,579.0,75.0,947.0,991.0,1109.0,147.0,196.0,361.0,1268.0,328.0,198.0,185.0,254.0,1276.0,237.0,76.0,932.0,45.0,690.0,1608.0,311.0,171.0,1.0,792.0,68135.0
2020-06-14,155.0,18.0,583.0,151.0,443.0,139.0,653.0,645.0,1019.0,580.0,75.0,947.0,991.0,1109.0,147.0,196.0,361.0,1268.0,328.0,198.0,185.0,254.0,1276.0,237.0,76.0,932.0,45.0,691.0,1625.0,313.0,171.0,1.0,792.0,68135.0
2020-06-15,155.0,18.0,588.0,151.0,445.0,139.0,653.0,673.0,1019.0,582.0,75.0,947.0,991.0,1112.0,147.0,196.0,362.0,1268.0,331.0,198.0,185.0,254.0,1276.0,237.0,76.0,932.0,45.0,692.0,1625.0,313.0,171.0,1.0,792.0,68135.0
2020-06-16,155.0,18.0,588.0,152.0,445.0,139.0,653.0,700.0,1019.0,582.0,75.0,947.0,991.0,1112.0,147.0,196.0,362.0,1268.0,335.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,45.0,695.0,1628.0,313.0,171.0,1.0,792.0,68135.0
2020-06-17,155.0,18.0,589.0,152.0,445.0,150.0,653.0,731.0,1019.0,582.0,75.0,947.0,991.0,1121.0,147.0,197.0,362.0,1269.0,336.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,45.0,695.0,1628.0,314.0,171.0,1.0,792.0,68135.0
2020-06-18,155.0,18.0,589.0,152.0,446.0,150.0,653.0,752.0,1019.0,582.0,75.0,947.0,991.0,1124.0,147.0,197.0,362.0,1269.0,338.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,45.0,697.0,1628.0,314.0,171.0,1.0,792.0,68135.0
2020-06-19,155.0,18.0,589.0,153.0,446.0,151.0,653.0,777.0,1019.0,582.0,75.0,947.0,991.0,1124.0,147.0,197.0,362.0,1269.0,340.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,45.0,697.0,1631.0,314.0,171.0,1.0,792.0,68135.0
2020-06-20,155.0,18.0,589.0,153.0,446.0,151.0,653.0,799.0,1019.0,582.0,75.0,947.0,991.0,1128.0,147.0,197.0,362.0,1269.0,341.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,45.0,698.0,1634.0,314.0,171.0,1.0,792.0,68135.0
2020-06-21,155.0,18.0,589.0,153.0,446.0,151.0,653.0,821.0,1019.0,582.0,75.0,947.0,991.0,1131.0,147.0,197.0,363.0,1269.0,344.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,45.0,698.0,1634.0,316.0,171.0,1.0,792.0,68135.0
2020-06-22,155.0,18.0,589.0,154.0,446.0,158.0,653.0,830.0,1019.0,582.0,75.0,947.0,991.0,1161.0,147.0,198.0,363.0,1269.0,346.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,45.0,701.0,1634.0,317.0,171.0,1.0,792.0,68135.0
2020-06-23,155.0,18.0,589.0,154.0,446.0,158.0,654.0,843.0,1019.0,582.0,75.0,947.0,991.0,1177.0,147.0,198.0,363.0,1269.0,346.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,45.0,701.0,1634.0,317.0,171.0,1.0,792.0,68135.0
2020-06-24,155.0,18.0,589.0,154.0,446.0,161.0,654.0,850.0,1019.0,582.0,75.0,947.0,991.0,1179.0,147.0,198.0,363.0,1269.0,348.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,45.0,703.0,1634.0,319.0,171.0,1.0,792.0,68135.0
2020-06-25,155.0,18.0,589.0,154.0,446.0,161.0,654.0,863.0,1019.0,582.0,75.0,947.0,991.0,1179.0,147.0,198.0,363.0,1269.0,349.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,45.0,703.0,1635.0,319.0,171.0,1.0,792.0,68135.0
2020-06-26,155.0,18.0,589.0,154.0,447.0,161.0,654.0,874.0,1019.0,582.0,75.0,947.0,991.0,1196.0,147.0,198.0,363.0,1269.0,349.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,46.0,705.0,1635.0,319.0,171.0,1.0,792.0,68135.0
2020-06-27,155.0,18.0,589.0,154.0,447.0,162.0,654.0,891.0,1019.0,582.0,75.0,947.0,991.0,1197.0,147.0,198.0,363.0,1269.0,349.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,46.0,706.0,1637.0,319.0,171.0,1.0,792.0,68135.0
2020-06-28,155.0,18.0,589.0,154.0,447.0,163.0,654.0,905.0,1019.0,582.0,75.0,947.0,991.0,1199.0,147.0,198.0,363.0,1269.0,349.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,46.0,707.0,1637.0,320.0,171.0,1.0,792.0,68135.0
2020-06-29,155.0,18.0,592.0,155.0,447.0,163.0,654.0,912.0,1019.0,582.0,75.0,947.0,991.0,1199.0,147.0,198.0,363.0,1269.0,349.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,46.0,708.0,1637.0,320.0,171.0,1.0,792.0,68135.0
2020-06-30,155.0,18.0,595.0,155.0,447.0,164.0,654.0,919.0,1019.0,582.0,75.0,947.0,991.0,1205.0,147.0,198.0,363.0,1269.0,349.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,46.0,712.0,1641.0,320.0,171.0,1.0,792.0,68135.0
2020-07-01,155.0,18.0,595.0,155.0,447.0,164.0,654.0,922.0,1019.0,582.0,75.0,947.0,991.0,1233.0,147.0,198.0,363.0,1269.0,349.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,46.0,712.0,1641.0,320.0,171.0,1.0,792.0,68135.0
2020-07-02,155.0,18.0,595.0,155.0,448.0,164.0,654.0,923.0,1019.0,582.0,75.0,947.0,991.0,1242.0,147.0,198.0,363.0,1269.0,349.0,198.0,185.0,254.0,1276.0,238.0,76.0,932.0,46.0,713.0,1642.0,320.0,171.0,1.0,792.0,68135.0
2020-07-03,155.0,18.0,595.0,156.0,449.0,164.0,654.0,925.0,1019.0,582.0,75.0,947.0,991.0,1247.0,147.0,198.0,363.0,1269.0,349.0,198.0,186.0,254.0,1276.0,238.0,76.0,932.0,46.0,714.0,1642.0,320.0,171.0,1.0,792.0,68135.0
2020-07-04,155.0,18.0,595.0,156.0,449.0,164.0,654.0,926.0,1019.0,582.0,75.0,947.0,991.0,1247.0,147.0,199.0,363.0,1269.0,349.0,198.0,186.0,254.0,1276.0,238.0,76.0,932.0,46.0,715.0,1643.0,320.0,171.0,1.0,792.0,68135.0
2020-07-05,155.0,18.0,596.0,156.0,449.0,167.0,654.0,928.0,1019.0,582.0,75.0,947.0,991.0,1268.0,147.0,199.0,363.0,1269.0,349.0,198.0,186.0,254.0,1276.0,239.0,76.0,932.0,46.0,716.0,1643.0,320.0,171.0,1.0,792.0,68135.0
2020-07-06,155.0,18.0,596.0,157.0,449.0,167.0,654.0,929.0,1019.0,582.0,75.0,947.0,991.0,1285.0,147.0,199.0,363.0,1269.0,349.0,198.0,186.0,254.0,1276.0,239.0,76.0,932.0,46.0,716.0,1643.0,321.0,171.0,1.0,792.0,68135.0
2020-07-07,155.0,18.0,598.0,159.0,449.0,167.0,654.0,929.0,1019.0,582.0,75.0,947.0,991.0,1299.0,147.0,199.0,363.0,1269.0,349.0,198.0,186.0,254.0,1276.0,240.0,76.0,932.0,46.0,718.0,1644.0,321.0,171.0,1.0,792.0,68135.0
2020-07-08,155.0,18.0,598.0,159.0,449.0,167.0,654.0,929.0,1019.0,582.0,75.0,947.0,991.0,1323.0,147.0,199.0,363.0,1269.0,349.0,199.0,187.0,254.0,1276.0,244.0,76.0,932.0,46.0,718.0,1645.0,321.0,171.0,1.0,792.0,68135.0
2020-07-09,155.0,18.0,599.0,162.0,449.0,167.0,654.0,929.0,1019.0,582.0,75.0,947.0,991.0,1365.0,147.0,199.0,363.0,1269.0,349.0,199.0,187.0,254.0,1276.0,244.0,76.0,932.0,46.0,721.0,1647.0,321.0,171.0,1.0,792.0,68135.0
2020-07-10,155.0,18.0,599.0,162.0,449.0,167.0,654.0,929.0,1019.0,582.0,75.0,947.0,991.0,1365.0,147.0,199.0,363.0,1269.0,349.0,199.0,187.0,254.0,1276.0,244.0,76.0,932.0,46.0,721.0,1647.0,321.0,171.0,1.0,792.0,68135.0
2020-07-11,155.0,18.0,599.0,164.0,451.0,167.0,654.0,929.0,1019.0,582.0,75.0,947.0,991.0,1431.0,147.0,202.0,363.0,1269.0,349.0,200.0,187.0,254.0,1276.0,245.0,76.0,932.0,46.0,722.0,1648.0,321.0,171.0,1.0,792.0,68135.0
2020-07-12,155.0,18.0,599.0,164.0,451.0,167.0,654.0,929.0,1019.0,582.0,75.0,947.0,991.0,1469.0,147.0,203.0,363.0,1270.0,349.0,200.0,187.0,254.0,1276.0,245.0,76.0,932.0,46.0,724.0,1648.0,321.0,171.0,1.0,792.0,68135.0
2020-07-13,155.0,18.0,599.0,164.0,451.0,167.0,654.0,929.0,1019.0,582.0,75.0,947.0,991.0,1469.0,147.0,203.0,363.0,1270.0,349.0,200.0,187.0,254.0,1276.0,249.0,76.0,932.0,46.0,725.0,1650.0,321.0,171.0,1.0,793.0,68135.0
2020-07-14,155.0,18.0,599.0,164.0,451.0,167.0,654.0,929.0,1019.0,582.0,75.0,947.0,991.0,1469.0,147.0,203.0,363.0,1270.0,349.0,200.0,187.0,254.0,1276.0,249.0,76.0,932.0,46.0,725.0,1650.0,321.0,171.0,1.0,793.0,68135.0
2020-07-15,155.0,18.0,599.0,164.0,451.0,167.0,654.0,929.0,1019.0,583.0,75.0,947.0,991.0,1588.0,147.0,203.0,363.0,1270.0,349.0,201.0,188.0,254.0,1276.0,249.0,76.0,932.0,46.0,731.0,1650.0,321.0,171.0,1.0,793.0,68135.0
2020-07-16,155.0,18.0,599.0,164.0,451.0,167.0,654.0,929.0,1019.0,583.0,75.0,947.0,991.0,1655.0,147.0,203.0,363.0,1270.0,349.0,201.0,188.0,254.0,1276.0,249.0,77.0,932.0,46.0,732.0,1650.0,321.0,171.0,1.0,793.0,68135.0
2020-07-17,155.0,18.0,599.0,164.0,451.0,167.0,654.0,929.0,1019.0,583.0,75.0,947.0,991.0,1655.0,147.0,203.0,363.0,1270.0,349.0,201.0,188.0,254.0,1276.0,249.0,77.0,932.0,46.0,732.0,1650.0,321.0,171.0,1.0,793.0,68135.0
2020-07-18,155.0,18.0,599.0,164.0,451.0,167.0,654.0,929.0,1019.0,583.0,75.0,947.0,991.0,1655.0,147.0,203.0,363.0,1270.0,349.0,201.0,188.0,254.0,1276.0,249.0,77.0,932.0,46.0,732.0,1650.0,321.0,171.0,1.0,793.0,68135.0
2020-07-19,155.0,18.0,599.0,164.0,454.0,167.0,655.0,929.0,1019.0,583.0,75.0,947.0,991.0,1885.0,147.0,203.0,364.0,1270.0,349.0,201.0,188.0,255.0,1276.0,249.0,106.0,932.0,46.0,733.0,1659.0,322.0,171.0,1.0,797.0,68135.0
2020-07-20,155.0,18.0,602.0,164.0,455.0,167.0,655.0,929.0,1019.0,583.0,75.0,947.0,991.0,1958.0,147.0,203.0,364.0,1270.0,349.0,201.0,188.0,255.0,1276.0,250.0,123.0,932.0,46.0,733.0,1659.0,322.0,171.0,1.0,798.0,68135.0
2020-07-21,155.0,18.0,603.0,164.0,455.0,167.0,655.0,929.0,1019.0,583.0,75.0,947.0,991.0,2019.0,147.0,203.0,364.0,1270.0,349.0,201.0,188.0,255.0,1276.0,250.0,131.0,932.0,46.0,735.0,1659.0,322.0,171.0,1.0,798.0,68135.0
2020-07-22,155.0,18.0,603.0,165.0,455.0,167.0,655.0,929.0,1019.0,583.0,75.0,947.0,991.0,2131.0,147.0,203.0,364.0,1270.0,349.0,201.0,189.0,255.0,1276.0,250.0,140.0,932.0,46.0,737.0,1661.0,322.0,171.0,1.0,798.0,68135.0
2020-07-23,155.0,18.0,603.0,165.0,455.0,167.0,655.0,929.0,1019.0,583.0,75.0,947.0,991.0,2131.0,147.0,203.0,364.0,1270.0,349.0,201.0,189.0,255.0,1276.0,250.0,158.0,932.0,46.0,738.0,1662.0,323.0,171.0,1.0,798.0,68135.0
2020-07-24,155.0,18.0,603.0,165.0,455.0,167.0,655.0,929.0,1019.0,583.0,75.0,947.0,991.0,2131.0,147.0,203.0,364.0,1270.0,349.0,201.0,189.0,255.0,1276.0,250.0,158.0,932.0,46.0,738.0,1662.0,323.0,171.0,1.0,798.0,68135.0
2020-07-25,155.0,18.0,603.0,165.0,455.0,167.0,655.0,929.0,1019.0,583.0,75.0,947.0,991.0,2131.0,147.0,203.0,364.0,1270.0,349.0,201.0,189.0,255.0,1276.0,250.0,158.0,932.0,46.0,738.0,1662.0,323.0,171.0,1.0,798.0,68135.0
2020-07-26,155.0,18.0,603.0,189.0,458.0,167.0,655.0,929.0,1019.0,583.0,75.0,947.0,991.0,2761.0,147.0,204.0,365.0,1270.0,349.0,201.0,189.0,255.0,1276.0,256.0,213.0,932.0,46.0,741.0,1672.0,323.0,171.0,1.0,799.0,68135.0
