updateTime,重庆,台湾,海南,山西,河南,福建,广东,北京,江苏,浙江,贵州,江西,湖北,澳门,甘肃,天津,安徽,辽宁,吉林,内蒙古,宁夏,陕西,湖南,黑龙江,新疆,四川,西藏,青海,云南,上海,河北,广西,香港,山东
2021-01-11,590,834,171,226,1301,527,2075,997,687,1308,147,935,68149,46,182,323,993,393,157,366,75,523,1022,972,980,857,1,18,231,1564,656,264,9283,864
2021-01-12,590,838,171,226,1302,528,2076,998,687,1308,147,935,68149,46,182,324,993,396,157,366,75,524,1022,972,980,857,1,18,231,1568,701,264,9343,864
2021-01-13,590,842,171,227,1302,529,2078,998,687,1308,147,935,68149,46,182,324,993,396,157,366,75,524,1022,1028,980,857,1,18,231,1573,796,264,9385,864
2021-01-14,590,842,171,227,1303,529,2081,999,687,1308,147,935,68149,46,182,324,993,396,157,366,75,524,1022,1031,980,857,1,18,231,1581,901,266,9414,864
2021-01-15,590,843,171,227,1303,529,2084,999,688,1309,147,935,68149,46,182,324,993,396,157,366,75,526,1022,1074,980,858,1,18,231,1583,941,266,9452,864
2021-01-16,591,850,171,227,1303,529,2084,1001,688,1309,147,935,68149,46,182,327,993,396,160,366,75,527,1023,1097,980,860,1,18,231,1590,1063,266,9502,864
2021-01-17,591,855,171,227,1303,531,2086,1003,688,1309,147,935,68149,46,182,328,993,396,174,366,75,528,1024,1109,980,862,1,18,231,1594,1132,266,9557,865
2021-01-18,591,862,171,227,1303,532,2087,1006,688,1311,147,935,68149,46,182,329,993,396,197,366,75,530,1026,1116,980,863,1,18,231,1598,1171,266,9664,865
2021-01-19,591,868,171,228,1303,532,2090,1007,688,1314,147,935,68149,46,182,329,993,396,240,366,75,531,1026,1143,980,863,1,18,231,1602,1198,266,9720,865
2021-01-20,591,870,171,228,1303,533,2093,1014,688,1316,147,935,68149,46,182,330,993,396,290,366,75,533,1026,1159,980,865,1,18,231,1606,1222,266,9797,865
2021-01-21,591,872,171,230,1303,533,2094,1017,688,1316,147,935,68150,46,182,335,993,396,329,366,75,533,1026,1227,980,865,1,18,231,1618,1245,267,9867,866
2021-01-22,591,881,171,231,1303,534,2098,1020,688,1316,147,935,68150,47,182,335,994,396,342,366,75,533,1026,1274,980,865,1,18,231,1624,1252,267,9928,866
